subID,trialNum,cntBalance,correct,rt,p1conf,p2conf,p1rslt,p2rslt,
e3b,249,l,true,1691,0,0,0,0,
e3b,250,l,false,243,1,1,0,1,
e3b,251,l,false,1383,1,0,1,1,
e3b,252,l,true,3075,1,0,1,0,
e3b,253,l,true,983,1,1,1,0,
e3b,254,l,false,731,0,1,1,1,
e3b,255,l,false,654,0,1,0,1,
e3b,256,l,false,26,0,1,0,1,
e3b,257,l,true,1736,1,1,1,1,
e3b,258,l,true,7253,1,1,0,1,
e3b,259,l,true,5234,0,1,0,0,
e3b,260,l,true,392,0,0,0,1,
e3b,261,l,false,407,1,1,1,1,
e3b,262,l,true,146,1,1,1,1,
e3b,263,l,true,10,0,0,0,1,
e3b,264,l,true,199,1,0,1,1,
e3b,265,l,false,883,0,1,0,1,
e3b,266,l,false,739,1,1,0,1,
e3b,267,l,true,11874,0,1,1,1,
e3b,268,l,true,10146,1,1,1,1,
e3b,269,l,false,259,0,0,1,0,
e3b,270,l,true,489,0,1,0,1,
e3b,271,l,true,246,1,1,1,1,
e3b,272,l,false,827,0,0,1,0,
e3b,273,l,true,241,0,1,0,1,
e3b,274,l,false,120,1,1,0,1,
e3b,275,l,true,460,0,1,0,1,
e3b,276,l,true,1417,1,0,1,0,
e3b,277,l,false,5879,1,1,0,1,
e3b,278,l,false,346,0,1,1,1,
e3b,279,l,false,969,0,1,1,1,
e3b,280,l,false,3338,0,0,1,1,
e3b,281,l,true,1294,1,1,0,1,
e3b,282,l,true,394,0,0,0,0,
e3b,283,l,true,35,0,0,0,1,
e3b,284,l,false,299,1,0,1,1,
e3b,285,l,true,369,1,1,1,0,
e3b,286,l,false,3896,0,1,1,1,
e3b,287,l,true,3203,0,1,1,1,
e3b,288,l,true,1284,0,1,1,0,
e3b,289,l,false,63,0,1,1,0,
e3b,290,l,true,17,0,1,0,1,
e3b,291,l,true,30,1,1,0,1,
e3b,292,l,false,423,0,1,1,1,
e3b,293,l,true,359,0,1,0,1,
e3b,294,l,true,1511,0,1,0,1,
e3b,295,l,false,2443,1,0,1,1,
e3b,296,l,true,2681,1,1,1,1,
e3b,297,l,false,10518,1,1,1,1,
e3b,298,l,true,5098,0,0,0,1,
e3b,299,l,false,5142,0,1,0,1,
e3b,300,l,true,180,1,1,1,1,
brk,brk,brk,brk,brk,brk,brk,brk,brk,
e3b,301,l,false,6632,0,1,1,0,
e3b,302,l,false,5460,1,0,0,0,
e3b,303,l,true,523,0,0,1,0,
e3b,304,l,true,2361,0,0,1,1,
e3b,305,l,true,463,0,0,1,1,
e3b,306,l,false,461,0,1,0,1,
e3b,307,l,false,2166,0,1,1,1,
e3b,308,l,false,9979,1,1,1,1,
e3b,309,l,true,6356,1,1,0,1,
e3b,310,l,false,3053,0,0,1,0,
e3b,311,l,true,5218,1,1,1,0,
e3b,312,l,true,752,1,0,1,1,
e3b,313,l,true,1443,0,0,0,1,
e3b,314,l,false,2480,1,1,1,0,
e3b,315,l,true,760,1,0,1,0,
e3b,316,l,false,2338,0,1,1,1,
e3b,317,l,true,14828,0,0,1,1,
e3b,318,l,false,4022,1,1,1,1,
e3b,319,l,true,3585,1,0,1,0,
e3b,320,l,false,3535,0,1,1,0,
e3b,321,l,true,300,0,1,1,0,
e3b,322,l,true,1486,0,0,1,0,
e3b,323,l,true,1291,0,0,1,0,
e3b,324,l,false,1009,1,0,0,0,
e3b,325,l,false,2208,0,0,1,0,
e3b,326,l,false,1053,1,1,0,1,
e3b,327,l,true,3625,1,0,0,1,
e3b,328,l,false,2423,0,1,1,0,
e3b,329,l,true,446,1,0,1,1,
e3b,330,l,false,3062,1,1,0,1,
e3b,331,l,false,8469,0,0,1,1,
e3b,332,l,false,3813,1,1,1,1,
e3b,333,l,false,1612,1,1,1,1,
e3b,334,l,false,163,0,1,1,1,
e3b,335,l,true,3379,0,1,0,0,
e3b,336,l,true,2355,1,1,1,0,
e3b,337,l,false,6109,1,0,0,0,
e3b,338,l,false,6940,0,1,1,1,
e3b,339,l,true,6429,1,0,1,0,
e3b,340,l,true,5614,0,1,1,1,
e3b,341,l,false,12153,1,0,1,1,
e3b,342,l,true,3375,1,1,1,0,
e3b,343,l,false,12149,1,1,1,1,
e3b,344,l,false,26935,1,0,1,0,
e3b,345,l,false,4685,1,1,1,0,
e3b,346,l,false,55942,0,0,1,1,
e3b,347,l,true,25066,0,0,1,1,
e3b,348,l,false,34941,1,0,1,1,
e3b,349,l,true,102299,1,1,0,1,
e3b,350,l,true,27875,1,1,0,0,
e3b,351,l,true,26392,0,1,1,1,
e3b,352,l,false,23168,0,1,1,1,
e3b,353,l,true,14653,0,0,1,1,
e3b,354,l,true,14497,1,0,1,0,
e3b,355,l,false,12507,0,0,1,0,
e3b,356,l,true,338,1,0,1,0,
e3b,357,l,true,356,0,1,0,1,
e3b,358,l,true,293,1,0,0,1,
e3b,359,l,false,30841,0,0,0,0,
e3b,360,l,false,20635,1,1,1,1,
e3b,361,l,true,14362,1,0,1,1,
e3b,362,l,true,33800,0,0,1,1,
e3b,363,l,true,16625,0,1,1,1,
e3b,364,l,true,23198,1,0,0,1,
e3b,365,l,true,11231,0,0,0,1,
e3b,366,l,false,19946,0,0,1,1,
e3b,367,l,false,63327,1,0,1,1,
e3b,368,l,true,26097,0,0,1,0,
e3b,369,l,false,16231,0,0,1,1,
e3b,370,l,false,19003,0,0,1,0,
e3b,371,l,true,14843,0,1,0,1,
e3b,372,l,false,31837,0,0,1,1,
e3b,373,l,true,15238,1,0,1,1,
e3b,374,l,false,59784,0,0,0,1,
e3b,375,l,false,6014,1,0,0,1,
e3b,376,l,true,22026,1,1,1,1,
e3b,377,l,true,15549,1,0,0,1,
e3b,378,l,false,5874,0,0,1,1,
e3b,379,l,false,6226,0,0,1,1,
e3b,380,l,true,4234,1,0,0,0,
e3b,381,l,true,11034,0,1,0,1,
e3b,382,l,false,2866,0,0,0,0,
e3b,383,l,false,19161,1,1,1,1,
e3b,384,l,true,34941,0,1,1,0,
e3b,385,l,false,263,1,1,1,1,
e3b,386,l,true,15073,0,1,0,1,
e3b,387,l,true,2242,0,0,1,1,
e3b,388,l,false,100,1,1,1,1,
e3b,389,l,true,10929,1,0,1,1,
e3b,390,l,true,5699,1,1,1,1,
e3b,391,l,true,1571,0,1,1,1,
e3b,392,l,true,313,1,0,0,1,
e3b,393,l,false,1292,1,1,1,1,
e3b,394,l,false,1685,0,1,1,1,
e3b,395,l,false,754,0,0,1,1,
e3b,396,l,false,15640,0,1,1,1,
e3b,397,l,false,1293,0,1,1,1,
e3b,398,l,false,369,0,0,1,0,
e3b,399,l,true,629,1,1,1,1,
e3b,400,l,true,933,1,1,1,1,
